Language,Gloss,LexicalClass,Handshape,SelectedFingers.2.0,Flexion.2.0,Spread.2.0,ThumbPosition.2.0,sign type,Movement,Location,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape,UlnarRotation.2.0,Handshape change,SignTypeM2.2.0,MovementM2.2.0,RepeatedMovementM2.2.0,MajorLocationM2.2.0,MinorLocationM2.2.0,SecondMinorLocationM2.2.0,ContactM2.2.0,NonDominantHandshapeM2.2.0,UlnarRotationM2.2.0,SignType.2.0Frequency,MajorLocation.2.0Frequency,MinorLocation.2.0Frequency,SecondMinorLocation.2.0Frequency,Movement.2.0Frequency
ASL,curl,v,23,im,Crossed,0,Closed,OneHanded,Z-shaped,Head,HeadTop,HeadTop,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.004,0.001,0.034
ASL,restaurant,n,23,im,Crossed,0,Closed,OneHanded,Z-shaped,Head,Mouth,Mouth,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.046,0.004,0.034
ASL,friends_no_more_1,phrase,23,im,Crossed,0,Closed,OneHanded,Straight,Neutral,Neutral,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0,0.457
ASL,right_2,minor,23,im,Crossed,0,Closed,OneHanded,Straight,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.457
ASL,dolphin_3,n,23,im,Crossed,0,Closed,OneHanded,Z-shaped,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.034
ASL,dolphin,n,23,im,Crossed,0,Open,OneHanded,Z-shaped,Arm,ArmAway,ArmAway,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.026,0.005,0.012,0.034
ASL,eagle_2,n,23,im,Crossed,0,Open,OneHanded,None,Head,Mouth,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.046,0,0.153
ASL,cigar,n,23,im,Crossed,0,Open,OneHanded,Straight,Head,Mouth,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.046,0,0.457
ASL,raisin,n,23,im,Crossed,0,Open,OneHanded,Straight,Head,Mouth,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.046,0,0.457
ASL,wristwatch_2,n,24,i,Curved,NA,Open,OneHanded,Straight,Arm,WristBack,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.026,0.004,0,0.457
ASL,bra_2,n,24,i,Curved,NA,Open,OneHanded,Straight,Body,TorsoMid,TorsoMid,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.094,0.006,0.01,0.457
ASL,policeman,n,24,i,Curved,NA,Open,OneHanded,Straight,Body,Clavicle,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.094,0.017,0,0.457
ASL,beak,n,24,i,Curved,NA,Open,OneHanded,Curved,Head,CheekNose,HeadAway,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.035,0.178,0.233
ASL,moon,n,24,i,Curved,NA,Open,OneHanded,Curved,Head,Eye,HeadAway,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.016,0.178,0.233
ASL,think_chin,v,24,i,Curved,NA,Open,OneHanded,None,Head,Chin,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.037,0,0.153
ASL,whistle_3,n,24,i,Curved,NA,Open,OneHanded,None,Head,Mouth,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.046,0,0.153
ASL,fireman_2,n,24,i,Curved,NA,Open,OneHanded,Straight,Head,Forehead,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.039,0,0.457
ASL,instagram,name,24,i,Curved,NA,Open,OneHanded,Straight,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.457
ASL,cross_3,n,24,i,Curved,NA,Open,OneHanded,X-shaped,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.004
ASL,italy,name,24,i,Curved,NA,Open,OneHanded,Z-shaped,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.034
ASL,egg_beater,v,25,i,Bent,NA,Open,OneHanded,Circular,Arm,ArmAway,ArmAway,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.026,0.005,0.012,0.076
ASL,razor_2,n,25,i,Bent,NA,Open,OneHanded,Curved,Arm,ArmAway,ArmAway,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.026,0.005,0.012,0.233
ASL,pinch_1,v,25,i,Bent,NA,Open,OneHanded,None,Arm,UpperArm,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.026,0.005,0,0.153
ASL,spain,name,25,i,Bent,NA,Open,OneHanded,Circular,Body,BodyAway,Clavicle,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.094,0.016,0.009,0.076
ASL,knight_2,v,25,i,Bent,NA,Open,OneHanded,Curved,Body,Shoulder,Shoulder,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.094,0.008,0.003,0.233
ASL,hatbrim,n,25,i,Bent,NA,Open,OneHanded,Curved,Head,HeadAway,HeadAway,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.066,0.178,0.233
ASL,cool_4,adj,25,i,Bent,NA,Open,OneHanded,None,Head,Mouth,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.046,0,0.153
ASL,cry_4,v,25,i,Bent,NA,Open,OneHanded,None,Head,Eye,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.016,0,0.153
ASL,Q_tip,n,25,i,Bent,NA,Open,OneHanded,None,Head,HeadAway,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.066,0,0.153
ASL,understand,v,25,i,Bent,NA,Open,OneHanded,None,Head,HeadAway,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.066,0,0.153
ASL,baseball_cap,n,25,i,Bent,NA,Open,OneHanded,Straight,Head,HeadAway,HeadAway,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.066,0.178,0.457
ASL,brush,n,25,i,Bent,NA,Open,OneHanded,Straight,Head,HeadAway,HeadAway,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.066,0.178,0.457
ASL,cheek,n,25,i,Bent,NA,Open,OneHanded,Straight,Head,CheekNose,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.035,0,0.457
ASL,comb_2,n,25,i,Bent,NA,Open,OneHanded,Straight,Head,HeadAway,HeadAway,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.066,0.178,0.457
ASL,ear,n,25,i,Bent,NA,Open,OneHanded,Straight,Head,Other,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.025,0,0.457
ASL,headcold,n,25,i,Bent,NA,Open,OneHanded,Straight,Head,CheekNose,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.035,0,0.457
ASL,lipstick,n,25,i,Bent,NA,Open,OneHanded,Straight,Head,HeadAway,HeadAway,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.066,0.178,0.457
ASL,lollipop,n,25,i,Bent,NA,Open,OneHanded,Straight,Head,Mouth,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.046,0,0.457
ASL,magnify_1,n,25,i,Bent,NA,Open,OneHanded,Straight,Head,Eye,HeadAway,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.016,0.178,0.457
ASL,spit_out,v,25,i,Bent,NA,Open,OneHanded,Straight,Head,Mouth,HeadAway,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.046,0.178,0.457
ASL,take_pill,v,25,i,Bent,NA,Open,OneHanded,Straight,Head,HeadAway,HeadAway,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.066,0.178,0.457
ASL,tan,adj,25,i,Bent,NA,Open,OneHanded,Straight,Head,CheekNose,Chin,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.035,0.012,0.457
ASL,teenager,n,25,i,Bent,NA,Open,OneHanded,Straight,Head,Mouth,CheekNose,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.046,0.008,0.457
ASL,theory_1,n,25,i,Bent,NA,Open,OneHanded,Straight,Head,Forehead,HeadAway,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.039,0.178,0.457
ASL,toothbrush-ca,v,25,i,Bent,NA,Open,OneHanded,Straight,Head,HeadAway,HeadAway,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.066,0.178,0.457
ASL,hairdryer_2,n,25,i,Bent,NA,Open,OneHanded,Z-shaped,Head,HeadAway,HeadAway,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.066,0.178,0.034
ASL,twins_2,n,25,i,Bent,NA,Open,OneHanded,Z-shaped,Head,Chin,Chin,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.037,0.012,0.034
ASL,tennis,n,25,i,Bent,NA,Open,OneHanded,BackAndForth,Neutral,Neutral,Neutral,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.026
ASL,whip,v,25,i,Bent,NA,Open,OneHanded,BackAndForth,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.026
ASL,tuesday,name,25,i,Bent,NA,Open,OneHanded,Circular,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.076
ASL,wand,n,25,i,Bent,NA,Open,OneHanded,Circular,Neutral,Neutral,Neutral,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.076
ASL,conduct_2,v,25,i,Bent,NA,Open,OneHanded,Curved,Neutral,Neutral,Neutral,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.233
ASL,knight_1,v,25,i,Bent,NA,Open,OneHanded,Curved,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.233
ASL,turn_key,v,25,i,Bent,NA,Open,OneHanded,Curved,Neutral,Neutral,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0,0.233
ASL,drip,v,25,i,Bent,NA,Open,OneHanded,None,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.153
ASL,screwdriver_2,n,25,i,Bent,NA,Open,OneHanded,None,Neutral,Neutral,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0,0.153
ASL,flip_switch,v,25,i,Bent,NA,Open,OneHanded,Straight,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.457
ASL,hammer,n,25,i,Bent,NA,Open,OneHanded,Straight,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.457
ASL,toilet,n,25,i,Bent,NA,Open,OneHanded,Straight,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.457
ASL,erase_4,v,25,i,Bent,NA,Open,OneHanded,Z-shaped,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.034
ASL,fencing,v,25,i,Bent,NA,Open,OneHanded,Z-shaped,Neutral,Neutral,Neutral,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.034
ASL,sword,n,25,i,Bent,NA,Open,OneHanded,Z-shaped,Neutral,Neutral,Neutral,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.034
ASL,vacuum,v,25,i,Bent,NA,Open,OneHanded,Z-shaped,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.034
ASL,write_on_wall,v,25,i,Bent,NA,Open,OneHanded,Z-shaped,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.034
ASL,quality,n,26,i,Flat,NA,Open,OneHanded,Circular,Body,BodyAway,Clavicle,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.094,0.016,0.009,0.076
ASL,queen,n,26,i,Flat,NA,Open,OneHanded,Curved,Body,Clavicle,Hips,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.094,0.017,0.005,0.233
ASL,pin_on,v,26,i,Flat,NA,Open,OneHanded,None,Body,TorsoTop,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.094,0.032,0,0.153
ASL,guilty,adj,26,i,Flat,NA,Open,OneHanded,Straight,Body,Clavicle,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.094,0.017,0,0.457
ASL,neck,n,26,i,Flat,NA,Open,OneHanded,Straight,Body,Neck,Neck,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.094,0.006,0.003,0.457
ASL,priest,n,26,i,Flat,NA,Open,OneHanded,Straight,Body,Neck,BodyAway,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.094,0.006,0.045,0.457
ASL,bird,n,26,i,Flat,NA,Open,OneHanded,None,Head,Mouth,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.046,0,0.153
ASL,stink,adj,26,i,Flat,NA,Open,OneHanded,None,Head,CheekNose,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.035,0,0.153
ASL,stupid_2,adj,26,i,Flat,NA,Open,OneHanded,None,Head,HeadAway,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.066,0,0.153
ASL,wink,v,26,i,Flat,NA,Open,OneHanded,None,Head,HeadAway,HeadAway,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.066,0.178,0.153
ASL,gallaudet,name,26,i,Flat,NA,Open,OneHanded,Straight,Head,HeadAway,HeadAway,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.066,0.178,0.457
ASL,gay,adj,26,i,Flat,NA,Open,OneHanded,Straight,Head,Chin,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.037,0,0.457
ASL,greece,name,26,i,Flat,NA,Open,OneHanded,Straight,Head,CheekNose,CheekNose,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.035,0.008,0.457
ASL,tissue,n,26,i,Flat,NA,Open,OneHanded,Straight,Head,CheekNose,HeadAway,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.035,0.178,0.457
ASL,turkey,n,26,i,Flat,NA,Open,OneHanded,Straight,Head,CheekNose,HeadAway,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.035,0.178,0.457
ASL,turkey_2,n,26,i,Flat,NA,Open,OneHanded,Straight,Head,CheekNose,HeadAway,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.035,0.178,0.457
ASL,green,adj,26,i,Flat,NA,Open,OneHanded,None,Neutral,Neutral,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0,0.153
ASL,peg_2,n,26,i,Flat,NA,Open,OneHanded,None,Neutral,Neutral,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0,0.153
ASL,square_idiot,adj,26,i,Flat,NA,Open,OneHanded,None,Neutral,Neutral,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0,0.153
ASL,quarter,n,26,i,Flat,NA,Open,OneHanded,Straight,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.457
ASL,pill,n,27,i,Curved,NA,Open,OneHanded,None,Head,HeadAway,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.066,0,0.153
ASL,sheep,n,28,im,FullyOpen,1,Closed,OneHanded,Curved,Arm,ForearmBack,ArmAway,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.026,0.003,0.012,0.233
ASL,graduate_school,n,28,im,FullyOpen,1,Closed,OneHanded,Straight,Arm,WristFront,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.026,0.001,0,0.457
ASL,steal,v,28,im,FullyOpen,1,Closed,OneHanded,Straight,Arm,ForearmUlnar,ArmAway,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.026,0.006,0.012,0.457
ASL,stuck,adj,28,im,FullyOpen,1,Closed,OneHanded,Straight,Body,Neck,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.094,0.006,0,0.457
ASL,smoking,v,28,im,FullyOpen,1,Closed,OneHanded,BackAndForth,Head,Mouth,HeadAway,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.046,0.178,0.026
ASL,look_back,v,28,im,FullyOpen,1,Closed,OneHanded,Curved,Head,Eye,HeadAway,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.016,0.178,0.233
ASL,mexican_1,n,28,im,FullyOpen,1,Closed,OneHanded,Curved,Head,Forehead,HeadAway,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.039,0.178,0.233
ASL,doubt,v,28,im,FullyOpen,1,Closed,OneHanded,None,Head,HeadAway,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.066,0,0.153
ASL,misunderstand,v,28,im,FullyOpen,1,Closed,OneHanded,None,Head,Forehead,Forehead,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.039,0.002,0.153
ASL,vegetable,n,28,im,FullyOpen,1,Closed,OneHanded,None,Head,Mouth,Mouth,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.046,0.004,0.153
ASL,gum,n,28,im,FullyOpen,1,Closed,OneHanded,Straight,Head,Mouth,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.046,0,0.457
ASL,lipread,v,28,im,FullyOpen,1,Closed,OneHanded,Straight,Head,HeadAway,HeadAway,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.066,0.178,0.457
ASL,stupid_1,adj,28,im,FullyOpen,1,Closed,OneHanded,Straight,Head,Forehead,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.039,0,0.457
ASL,verb,n,28,im,FullyOpen,1,Closed,OneHanded,Straight,Head,Mouth,HeadAway,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.046,0.178,0.457
ASL,twins_1,n,28,im,FullyOpen,1,Closed,OneHanded,Z-shaped,Head,Chin,Chin,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.037,0.012,0.034
ASL,distracted,v,28,im,FullyOpen,1,Closed,OneHanded,Circular,Neutral,Neutral,Neutral,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.076
ASL,cut_1,v,28,im,FullyOpen,1,Closed,OneHanded,Curved,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.233
ASL,fall_2,v,28,im,FullyOpen,1,Closed,OneHanded,Curved,Neutral,Neutral,Neutral,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.233
ASL,flip,v,28,im,FullyOpen,1,Closed,OneHanded,Curved,Neutral,Neutral,Neutral,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.233
ASL,chopsticks,n,28,im,FullyOpen,1,Closed,OneHanded,None,Neutral,Neutral,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0,0.153
ASL,scissors,n,28,im,FullyOpen,1,Closed,OneHanded,None,Neutral,Neutral,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0,0.153
ASL,two_more,num,28,im,FullyOpen,1,Closed,OneHanded,None,Neutral,Neutral,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0,0.153
ASL,two,num,28,im,FullyOpen,1,Closed,OneHanded,Straight,Neutral,Neutral,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0,0.457
ASL,vanilla,n,28,im,FullyOpen,1,Closed,OneHanded,Straight,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.457
ASL,vitamins,n,28,im,FullyOpen,1,Closed,OneHanded,Straight,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.457
ASL,thief_2,v,29,im,FullyOpen,1,Open,OneHanded,Straight,Arm,ForearmUlnar,ArmAway,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.026,0.006,0.012,0.457
ASL,float_3,v,29,im,FullyOpen,1,Open,OneHanded,Z-shaped,Arm,ArmAway,ArmAway,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.026,0.005,0.012,0.034
ASL,lousy,adj,29,im,FullyOpen,1,Open,OneHanded,Curved,Head,CheekNose,HeadAway,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.035,0.178,0.233
ASL,bug,n,29,im,FullyOpen,1,Open,OneHanded,None,Head,CheekNose,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.035,0,0.153
ASL,devil,n,29,im,FullyOpen,1,Open,OneHanded,None,Head,Forehead,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.039,0,0.153
ASL,rooster,n,29,im,FullyOpen,1,Open,OneHanded,Straight,Head,Forehead,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.039,0,0.457
ASL,third_2,num,29,im,FullyOpen,1,Open,OneHanded,Curved,Neutral,Neutral,Neutral,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.233
ASL,third_1,num,29,im,FullyOpen,1,Open,OneHanded,None,Neutral,Neutral,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0,0.153
ASL,three,num,29,im,FullyOpen,1,Open,OneHanded,Straight,Neutral,Neutral,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0,0.457
ASL,proximalization,n,31,im,Bent,1,Closed,OneHanded,Curved,Arm,ArmAway,ArmAway,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.026,0.005,0.012,0.233
ASL,oral,adj,31,im,Bent,1,Closed,OneHanded,Circular,Head,HeadAway,HeadAway,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.066,0.178,0.076
ASL,yawn_4,v,31,im,Bent,0,Closed,OneHanded,Circular,Head,Mouth,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.046,0,0.076
ASL,nerve,n,31,im,Bent,1,Closed,OneHanded,None,Head,Chin,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.037,0,0.153
ASL,strict,adj,31,im,Bent,1,Closed,OneHanded,Straight,Head,CheekNose,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.035,0,0.457
ASL,whistle,n,31,im,Bent,1,Closed,OneHanded,Straight,Head,Mouth,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.046,0,0.457
ASL,snake,n,31,im,Bent,1,Closed,OneHanded,Z-shaped,Head,Mouth,HeadAway,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.046,0.178,0.034
ASL,transfer,v,31,im,Bent,1,Closed,OneHanded,Curved,Neutral,Neutral,Neutral,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.233
ASL,noon_1,n,31,im,Bent,0,Closed,OneHanded,None,Neutral,Neutral,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0,0.153
ASL,escalator,n,31,im,Bent,1,Closed,OneHanded,Straight,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.457
