sign_id,Language,Gloss,LexcialClass,sign_category,sign type,non_manual,Handshape,Selected Hand Parts,Location,Movement,Movement old,Handshape change,NonDominantHandshape
HKG_008_b_0020,HKG - Hong Kong,BRA,n,Monomorphemic,Type1,N,8,I:Rad,Torso,Straight,"Str,Trace",25,8
HKG_008_b_0021a,HKG - Hong Kong,BRAVE,adj,Monomorphemic,Type1,N,8,"T,I:Tip",Torso,Straight,"Str,Trace",---,8
HKG_008_b_0021b,HKG - Hong Kong,DARING,adj,Monomorphemic,Type1,N,8,"T,I:Tip",Torso,Straight,"Str,Trace",---,8
HKG_008_b_0022a,HKG - Hong Kong,HEART,n,Monomorphemic,Type1,N,8,"T,I:Tip",Torso,None,---,---,8
HKG_008_b_0022b,HKG - Hong Kong,HEART,n,Monomorphemic,Type1,N,8,"T,I:Tip",Torso,None,---,---,8
HKG_008_b_0023a,HKG - Hong Kong,HEART DISEASE,n,Bimorphemic,Type1,N,8,"T,I:Tip",Torso,None,---,---,8
HKG_008_b_0023b,HKG - Hong Kong,HEART DISEASE,n,Bimorphemic,Type1,N,8,"T,I:Tip",Torso,None,---,---,8
HKG_008_b_0024,HKG - Hong Kong,BOAST,v,Monomorphemic,Type1,N,8,T:Fr,Torso,BackAndForth,"Str,Rep,Uni,Dir:fr(XB),Alt",4,8
HKG_008_b_0025,HKG - Hong Kong,INNOCENT,adj,Monomorphemic,Type1,N,8,T:Fr,Torso,BackAndForth,"Str,Rep,Uni,Dir:fr(XB)",4,8
HKG_008_b_0026,HKG - Hong Kong,SCARED,adj,Monomorphemic,Type1,N,8,"T,I:Tip",Torso,Straight,"Str,Trace",---,8
HKG_008_b_0028,HKG - Hong Kong,DRESS,n,Monomorphemic,Type1,N,8,"T,I:Fr",Waist,Straight,"Str,Dir:fr(XB)",---,8
HKG_008_b_0033,HKG - Hong Kong,MOON,n,Monomorphemic,Type1,N,8,"T,I:Tip",Head,Straight,"Str,Dir:fr(Z)",25,8
HKG_008_b_0034,HKG - Hong Kong,KOREA,n,Monomorphemic,Type1,N,8,"T,I:Rad",Torso,None,---,---,8
HKG_009_b_0001a,HKG - Hong Kong,CONSPIRE,v,Monomorphemic,Type1,N,9,I:Fr,---,None,---,---,9
HKG_014_b_0001a,HKG - Hong Kong,PAPER,n,Monomorphemic,Type1,N,14,Hand:Rad,---,BackAndForth,"Bi,Pivot",---,14
HKG_014_b_0001b,HKG - Hong Kong,PAPER,n,Monomorphemic,Type1,N,14,"T,M:Tip",---,None,---,---,14
HKG_014_b_0002,HKG - Hong Kong,CANTONESE OPERA,n,Monomorphemic,Type1,N,14,Hand:Bk,---,Straight,"Str,Dir:fr(Z)",---,14
HKG_014_b_0003a,HKG - Hong Kong,SWEAT,v,Monomorphemic,Type1,N,15,"T,M:Tip",Head,Straight,"Str,Trace,Alt",14,15
HKG_014_b_0003b,HKG - Hong Kong,SWEAT,v,Monomorphemic,Type1,N,14,"T,M:Tip",Head,Straight,"Str,Trace,Alt",---,14
HKG_015_b_0001,HKG - Hong Kong,SOUL,n,Monomorphemic,Type1,N,15,"T,I:Tip",---,Straight,"Str,Dir:fr(Y)",14,15
HKG_016_b_0001,HKG - Hong Kong,UNANIMOUS,adj,Monomorphemic,Type1,N,16,Palm:He,---,None,---,57,16
HKG_016_b_0001a,HKG - Hong Kong,UNANIMOUS,adj,Monomorphemic,Type1,N,16,Palm:He,---,None,---,57,16
HKG_016_b_0001b,HKG - Hong Kong,UNANIMOUS,adj,Monomorphemic,Type1,N,16,Palm:He,---,Straight,"Str,Dir:to(Y),Hold",57,16
HKG_016_b_0002a,HKG - Hong Kong,ABOUT,n,Monomorphemic,Type1,N,16,"T,M:Fr",---,Straight,"Str,Dir:to(Z),Con",---,16
HKG_016_b_0002b,HKG - Hong Kong,ABOUT,n,Monomorphemic,Type1,N,16,"T,M:Fr",---,Straight,"Str,Dir:to(Z),Con",---,16
HKG_016_b_0002c,HKG - Hong Kong,RELATION,n,Monomorphemic,Type1,N,16,"T,M:Fr",---,BackAndForth,"Str,Rep,Bi,Dir:to(Z)",---,16
HKG_016_b_0002d,HKG - Hong Kong,RELATED,n,Monomorphemic,Type1,N,16,"T,M:Fr",---,BackAndForth,Bi,---,16
HKG_016_b_0002e,HKG - Hong Kong,RELATED,n,Monomorphemic,Type1,N,16,"T,M:Fr",---,BackAndForth,"Str,Rep,Bi,Dir:to(Z)",---,16
HKG_016_b_0003,HKG - Hong Kong,DETEST,v,Monomorphemic,Type1,N,16,Hand:Rad,---,Straight,"Str,Dir:to(Y)",57,16
HKG_016_b_0003a,HKG - Hong Kong,GIVE UP,v,Monomorphemic,Type1,N,16,Hand:Rad,---,Straight,"Str,Dir:to(Y)",57,16
HKG_016_b_0003b,HKG - Hong Kong,DETEST,v,Monomorphemic,Type1,N,16,Hand:Rad,---,Straight,"Str,Dir:to(X)",57,16
HKG_016_b_0003c,HKG - Hong Kong,DETEST,v,Monomorphemic,Type1,N,16,Hand:Rad,---,Straight,"Str,Dir:to(X)",57,16
HKG_016_b_0004,HKG - Hong Kong,BEAR NO RELATION,adj,Monomorphemic,Type1,N,16,"T,M:Fr",---,Straight,"Str,Dir:fr(Z)",57,16
HKG_016_b_0004a,HKG - Hong Kong,NONE OF YOUR BUSINESS,adj,Monomorphemic,Type1,N,16,"T,M:Fr",---,Straight,"Str,Dir:fr(Z)",57,16
HKG_016_b_0004b,HKG - Hong Kong,UNRELATED,adj,Monomorphemic,Type1,N,16,"T,M:Fr",---,Straight,"Str,Dir:fr(Z)",57,16
HKG_016_b_0005,HKG - Hong Kong,COMPLETELY DIFFERENT,adj,Monomorphemic,Type1,N,16,Hand:Rad,---,Straight,"Str,Dir:to(Z),Con",---,16
HKG_016_b_0006,HKG - Hong Kong,EXCESSIVE (BEHAVIOR),adj,Monomorphemic,Type1,N,16,Hand:Uln,Cheek,Straight,Str,57,16
HKG_016_b_0006a,HKG - Hong Kong,(STH.) GOING TOO FAR,adj,Monomorphemic,Type1,N,16,Hand:Uln,Cheek,Straight,"Str,Dir:fr(XB)",57,16
HKG_016_b_0007,HKG - Hong Kong,PRIVATE,adj,Monomorphemic,Type1,N,16,M:Tip,Torso,None,---,---,16
HKG_016_b_0010,HKG - Hong Kong,GREECE,n,Monomorphemic,Type1,N,16,Hand:Bk,Forehead,None,---,---,16
HKG_016_b_0011,HKG - Hong Kong,PRIVATE CAR,n,Monomorphemic,Type1,N,16,M:Tip,---,None,---,---,16
HKG_017_b_0001a,HKG - Hong Kong,EQUALLY UNFORTUNATE,adj,Monomorphemic,Type1,N,17,P:Uln,---,Straight,"Str,Dir:to(Z),Con",---,17
HKG_017_b_0001b,HKG - Hong Kong,PERISH TOGETHER,v:agr,Monomorphemic,Type1,N,17,P:Uln,---,Straight,"Str,Dir:to(Z),Con",---,17
HKG_019_b_0001,HKG - Hong Kong,SHOOT A MOVIE,v,Monomorphemic,Type1,N,19,Hand:Uln,---,None,---,---,19
HKG_019_b_0002,HKG - Hong Kong,CLOSE DOWN (A BUSINESS),v,Monomorphemic,Type1,N,19,Hand:Uln,---,Curved,"Arc,Dir:to(Y),Crossed",---,19
HKG_019_b_0003,HKG - Hong Kong,DIRECT,v,Monomorphemic,Type1,N,19,Hand:Rad,---,BackAndForth,"Str,Rep,Bi,Alt",---,19
HKG_019_b_0004,HKG - Hong Kong,BRIDGE,n,Monomorphemic,Type1,N,19,"I,M:Tip",---,Curved,"Arc,Dir:fr(Z)",---,19
HKG_019_b_0005,HKG - Hong Kong,RABBIT,n,Monomorphemic,Type1,N,19,Hand:Rad,Forehead,None,---,---,19
HKG_019_b_0006,HKG - Hong Kong,CONSERVATIVE,adj,Monomorphemic,Type1,N,19,Hand:Rad,Forehead,Curved,"Arc,Dir:to(XB),Crossed,Con",---,19
HKG_019_b_0007,HKG - Hong Kong,HISTORY,n,Monomorphemic,Type1,N,19,Palm:He,Shoulder,None,---,---,19
HKG_019_b_0008,HKG - Hong Kong,BELT,n,Monomorphemic,Type1,N,19,"I,M:Tip",Waist,None,---,---,19
HKG_019_b_0009,HKG - Hong Kong,THE EIFFEL TOWER,n,Monomorphemic,Type1,N,19,"I,M:Fr",---,Curved,"Arc,Dir:to(Z),Con",---,19
HKG_019_b_0010,HKG - Hong Kong,GRASS,n,Monomorphemic,Type1,N,19,Hand:Uln,---,Straight,"Str,Dir:fr(Z)",---,19
HKG_021_b_0001,HKG - Hong Kong,ORDER,v,Monomorphemic,Type1,N,21,Palm:He,---,Curved,"Arc,Pivot,Dir:to(Y)",---,21
HKG_023_b_0002,HKG - Hong Kong,ROPE,n,Monomorphemic,Type1,N,23,"I,M:Tip",---,Straight,"Str,Dir:fr(Z)",---,23
HKG_023_b_0003,HKG - Hong Kong,BRAID / PLAIT,n,Monomorphemic,Type1,N,23,"I,M:Rad",Head,Straight,"Str,Trace",---,23
HKG_023_b_0005,HKG - Hong Kong,KEEP AS A SECRET,v,Monomorphemic,Type1,N,23,M:Uln,Mouth,Straight,"Str,Trace",---,23
HKG_024_b_0001,HKG - Hong Kong,EXPLAIN,v,Monomorphemic,Type1,N,24,Hand:Rad,---,None,---,27,24
HKG_024_b_0001a,HKG - Hong Kong,EXPLAIN,v,Monomorphemic,Type1,N,24,Hand:Rad,---,None,---,27,24
HKG_024_b_0001b,HKG - Hong Kong,MEANING,n,Monomorphemic,Type1,N,24,Hand:Rad,---,None,---,27,24
HKG_024_b_0002a,HKG - Hong Kong,FAIR/IMPARTIAL,adj,Monomorphemic,Type1,N,24,"T,I:Tip",---,Straight,"Str,Uni,Dir:to(Y),Hold",---,24
HKG_024_b_0002b,HKG - Hong Kong,PUBLIC,adj,Monomorphemic,Type1,N,24,"T,I:Tip",---,None,---,---,24
HKG_024_b_0003,HKG - Hong Kong,UNFAIR,adj,Monomorphemic,Type1,N,24,Tip,---,BackAndForth,"Bi,Trace,Alt",---,24
HKG_024_b_0004,HKG - Hong Kong,REQUIRE,n,Monomorphemic,Type1,N,24,"T,I:Tip",---,BackAndForth,"Str,Rep(2),Uni,Dir:to(Y)",---,24
HKG_024_b_0005a,HKG - Hong Kong,COMPANY,n,Monomorphemic,Type1,N,24,"T,I:Tip",---,BackAndForth,"Str,Rep(2),Uni,Dir:to(Z),Con",---,24
HKG_024_b_0005b,HKG - Hong Kong,COMPANY,n,Monomorphemic,Type1,N,24,"T,I:Tip",---,BackAndForth,"Str,Rep(2),Uni,Dir:to(Y)",---,24
HKG_024_b_0010,HKG - Hong Kong,SUNRISE,n,Monomorphemic,Type1,N,24,"T,I:Tip",---,Straight,"Str,Trace",---,24
HKG_024_b_0011,HKG - Hong Kong,BIRTHDAY,n,Monomorphemic,Type1,N,24,"T,I:Tip",---,None,---,---,24
HKG_024_b_0012,HKG - Hong Kong,SENTENCE,n,Monomorphemic,Type1,N,24,Hand:Rad,---,Straight,"Str,Trace",---,24
HKG_024_b_0013a,HKG - Hong Kong,GIVE OUT SALARIES,v,Monomorphemic,Type1,N,24,"T,I:Tip",---,Curved,"Arc,Dir:to(X)",---,24
HKG_024_b_0013b,HKG - Hong Kong,GIVE OUT SALARIES,v,Monomorphemic,Type1,N,24,"T,I:Tip",---,Curved,"Arc,Dir:to(X)",---,24
HKG_024_b_0014a,HKG - Hong Kong,BUSINESS,n,Monomorphemic,Type1,N,24,"T,I:Tip",---,BackAndForth,"Trace,Crossed,Alt",---,24
HKG_024_b_0014b,HKG - Hong Kong,COMMERCE,n,Monomorphemic,Type1,N,24,"T,I:Tip",---,BackAndForth,"Trace,Crossed,Alt",---,24
HKG_024_b_0017,HKG - Hong Kong,CAKE,n,Monomorphemic,Type1,N,24,"T,I:Tip",---,BackAndForth,"Arc,Rep(2),Uni,Dir:to(Y)",---,24
HKG_024_b_0018,HKG - Hong Kong,BOWL,n,Monomorphemic,Type1,N,24,"T,I:Tip",---,None,---,---,24
HKG_024_b_0019,HKG - Hong Kong,CIRCLE,n,Monomorphemic,Type1,N,24,"T,I:Tip",---,None,---,---,24
HKG_024_b_0020,HKG - Hong Kong,CARD,n,Monomorphemic,Type1,N,24,"T,I:Tip",---,Straight,"Str,Trace",---,24
HKG_024_b_0021,HKG - Hong Kong,RADAR,n,Bimorphemic,Type1,N,24,"T,I:Tip",---,None,---,---,24
HKG_024_b_0022,HKG - Hong Kong,HOLD A BANQUET,v,Bimorphemic,Type1,N,24,"T,I:Tip",---,Straight,"Str,Trace",---,24
HKG_024_b_0023,HKG - Hong Kong,SHARE THE COST,v,Monomorphemic,Type1,N,24,Hand:Rad,---,Straight,"Str,Dir:to(Z),Con",---,24
HKG_024_b_0025,HKG - Hong Kong,GLASSES,n,Monomorphemic,Type1,N,24,"T,I:Tip",Eye,None,---,---,24
HKG_024_b_0026,HKG - Hong Kong,PHOTO,n,Monomorphemic,Type1,N,24,"T,I:Tip",Eye,None,---,---,24
HKG_024_b_0027,HKG - Hong Kong,A ROLL OF FILM,n,Bimorphemic,Type1,N,24,"T,I:Tip",Eye,None,---,---,24
HKG_024_b_0029a,HKG - Hong Kong,SQUANDER (ONE'S) MONEY,v,Monomorphemic,Type1,N,24,"T,I:Tip",Waist,BackAndForth,"Arc,Rep,Bi,Dir:fr(XB),Alt",---,24
HKG_024_b_0029b,HKG - Hong Kong,WASTE (ONE'S) MONEY,v,Monomorphemic,Type1,N,24,"T,I:Tip",Waist,BackAndForth,"Arc,Rep,Bi,Dir:fr(XB),Alt",---,24
HKG_024_b_0030a,HKG - Hong Kong,EARN EXTRA MONEY,v,Monomorphemic,Type1,N,24,Hand:Rad,Waist,Curved,"Arc,Dir:to(XB),Con",---,24
HKG_024_b_0030b,HKG - Hong Kong,PART-TIME,n,Monomorphemic,Type1,N,24,Hand:Rad,Waist,BackAndForth,"Str,Rep(2),Uni,Dir:to(Y)",---,24
HKG_024_b_0043a,HKG - Hong Kong,RECTANGULAR,adj,Monomorphemic,Type1,N,24,Hand:Rad,---,Straight,"Str,Dir:fr(Z)",25,24
HKG_024_b_0043b,HKG - Hong Kong,RECTANGULAR,adj,Monomorphemic,Type1,N,24,Hand:Rad,---,Straight,"Str,Dir:fr(Z)",---,24
HKG_024_b_0044,HKG - Hong Kong,DISNEYLAND,n,Monomorphemic,Type1,N,24,"T,I:Tip",Head,None,---,---,24
HKG_024_b_0045,HKG - Hong Kong,EASTER,n,Monomorphemic,Type1,N,24,"T,I:Tip",---,Other,Rep(2),---,24
HKG_024_b_0046,HKG - Hong Kong,EASTER,n,Monomorphemic,Type1,N,24,"T,I:Tip",---,Other,Rep,---,24
HKG_024_b_0047,HKG - Hong Kong,ROUND-FACED,adj,Monomorphemic,Type1,N,24,"T,I:Tip",Face,None,---,---,24
HKG_024_b_0048,HKG - Hong Kong,BEAR,n,Monomorphemic,Type1,N,24,"T,I:Rad",Face,Straight,"Str,Trace",25,24
HKG_025_b_0006,HKG - Hong Kong,SMALL-EYES,adj,Monomorphemic,Type1,N,25,"T,I:Tip",Eye,Straight,"Str,Trace",---,25
HKG_026_b_0001,HKG - Hong Kong,ALL-ROUND,adj,Monomorphemic,Type1,N,26,T:Bk,---,None,---,6,26
HKG_026_b_0001a,HKG - Hong Kong,ALL-ROUND,adj,Monomorphemic,Type1,N,8,T:Bk,---,None,---,6,8
HKG_026_b_0001b,HKG - Hong Kong,EXTENSIVE,adj,Monomorphemic,Type1,N,26,T:Bk,---,None,---,6,26
HKG_026_b_0002,HKG - Hong Kong,ADDRESS,n,Monomorphemic,Type1,N,26,"T,I:Tip",---,BackAndForth,"Str,Rep(2),Uni,Dir:fr(Z)",25,26
HKG_026_b_0003,HKG - Hong Kong,MOON,n,Monomorphemic,Type1,N,26,Hand:Rad,---,,"Arc,Trace",25,26
HKG_026_b_0004,HKG - Hong Kong,WHISPER TO EACH OTHER/HAVE A TETE-A-TETE,v,Monomorphemic,Type1,N,26,"T,I:Tip",Mouth,None,---,25,26
HKG_026_b_0005,HKG - Hong Kong,NURSE,n,Monomorphemic,Type1,N,26,"T,I:Tip",Forehead,Straight,"Str,Trace",25,26
HKG_026_b_0006,HKG - Hong Kong,VEST,n,Monomorphemic,Type1,N,26,Hand:Ant,Torso,BackAndForth,"Str,Rep(2),Uni,Trace",---,26
HKG_026_b_0015,HKG - Hong Kong,SHORT-HAIRED,adj,Monomorphemic,Type1,N,26,"T,I:Tip",Head,,"Arc,Trace",---,26
HKG_026_b_0016,HKG - Hong Kong,TIE,adj,Monomorphemic,Type1,N,26,"T,I:Tip",Torso,BackAndForth,"Str,Rep,Bi,Trace",---,26
HKG_027_b_0001,HKG - Hong Kong,PRICES RISE / INFLATION,v,Monomorphemic,Type1,N,27,Hand:Uln,---,Straight,"Str,Dir:fr(Y)",8,27
HKG_027_b_0002,HKG - Hong Kong,SILK,n,Monomorphemic,Type1,N,27,"T,I:Tip",---,Straight,"Str,Dir:fr(Z)",---,27
HKG_027_b_0003,HKG - Hong Kong,NAÏVE / CHILDISH,adj,Monomorphemic,Type1,N,27,T:Bk,---,None,---,8,27
HKG_028_b_0001,HKG - Hong Kong,DEVELOP,v,Monomorphemic,Type1,N,28,"I,M:Tip",---,Straight,"Str,Trace",---,28
HKG_028_b_0003,HKG - Hong Kong,CRAB,n,Monomorphemic,Type1,N,28,Hand:Rad,Head,None,---,---,28
HKG_028_b_0004,HKG - Hong Kong,KNOCKOUT-ROUND COMPETITION,n,Monomorphemic,Type1,N,28,Hand:Rad,---,Straight,"Str,Trace,Con",---,28
HKG_028_b_0005,HKG - Hong Kong,MEET EACH OTHER,v,Monomorphemic,Type1,N,28,"I,M:Tip",---,Straight,"Str,Dir:to(Z),Con",---,28
HKG_028_b_0006,HKG - Hong Kong,IGNORE EACH OTHER,v:agr,Monomorphemic,Type1,N,28,"I,M:Tip",---,None,---,---,28
HKG_028_b_0007,HKG - Hong Kong,BE ACQUAINTED,v,Bimorphemic,Type1,N,28,"I,M:Tip",---,Straight,"Str,Dir:to(Z),Con",---,28
HKG_031_b_0002,HKG - Hong Kong,SPRAIN,v,Monomorphemic,Type1,N,31,"I,M:Bk",---,None,---,---,31
HKG_031_b_0003,HKG - Hong Kong,BONE,n,Monomorphemic,Type1,N,31,"I,M:Bk",---,None,---,---,31
HKG_031_b_0004,HKG - Hong Kong,RUBBER BAND,n,Monomorphemic,Type1,N,31,"I,M:Bk",---,Other,"Uni,Dir:fr(Z)",---,31
HKG_031_b_0005,HKG - Hong Kong,UNDERGROUND TRAIN,n,Monomorphemic,Type1,N,31,"I,M:Tip",---,Other,"Uni,Dir:to(X)",---,31
HKG_031_b_0009,HKG - Hong Kong,DARK,adj,Monomorphemic,Type1,N,31,Hand:Rad,Head,Circular,"Cir,Anti-clock,Rep,Trace",---,31
HKG_032_b_0001a,HKG - Hong Kong,PASSPORT,n,Monomorphemic,Type1,N,32,Hand:Uln,---,None,---,---,32
HKG_032_b_0001b,HKG - Hong Kong,PASSPORT,n,Monomorphemic,Type1,N,32,"T,I,M:Tip",---,None,---,---,32
HKG_034_b_0001,HKG - Hong Kong,PERFORM,v,Monomorphemic,Type1,N,34,Hand:Ant,---,Circular,"Cir,Rep,Trace,Crossed,Alt",---,34
HKG_034_b_0002,HKG - Hong Kong,BUMP INTO,v,Monomorphemic,Type1,N,34,Hand:Rad,---,Curved,"Arc,Dir:to(Z),Hold",---,34
HKG_034_b_0003,HKG - Hong Kong,MAKE LOVE,v,Monomorphemic,Type1,N,34,"I,M,R:Bk",---,Curved,"Arc,Dir:fr(X)",---,34
HKG_034_b_0006,HKG - Hong Kong,FIGHT,v,Monomorphemic,Type1,N,34,"I,M,R:Bk",---,BackAndForth,Alt,---,34
HKG_034_b_0007,HKG - Hong Kong,CHASE,v,Monomorphemic,Type1,N,34,Hand:Ant,---,Straight,"Str,Uni",---,34
HKG_034_b_0008,HKG - Hong Kong,FOLLOW,v,Monomorphemic,Type1,N,34,Hand:Ant,---,Straight,"Str,Dir:to(X),Hold",---,34
HKG_034_b_0009,HKG - Hong Kong,ASSEMBLE,v,Monomorphemic,Type1,N,34,Hand:Ant,---,BackAndForth,"Str,Rep,Uni,Dir:to(Y)",---,34
HKG_034_b_0010,HKG - Hong Kong,GO ON DATES,v,Monomorphemic,Type1,N,34,"M,R,P:Bk",---,BackAndForth,"Str,Rep,Uni,Dir:to(Y)",---,34
HKG_034_b_0011,HKG - Hong Kong,COW,n,Monomorphemic,Type1,N,34,T:Tip,Forehead,None,---,---,34
HKG_034_b_0012,HKG - Hong Kong,POWERFUL,adj,Monomorphemic,Type1,N,34,T:Fr,Forehead,Straight,"Str,Dir:fr(XB)",---,34
HKG_034_b_0014,HKG - Hong Kong,RUDE,adj,Monomorphemic,Type1,N,34,T:Tip,Forehead,BackAndForth,"Str,Rep,Uni,Dir:fr(XB)",---,34
HKG_034_b_0015,HKG - Hong Kong,TWINS,n,Monomorphemic,Type1,N,34,Palm,Torso,Straight,"Str,Trace",---,34
HKG_035_b_0001,HKG - Hong Kong,AT ODDS,adj,Monomorphemic,Type1,N,35,"I,P:Tip",---,Straight,"Str,Dir:to(Z),Con",---,35
HKG_036_b_0001,HKG - Hong Kong,NORTH,n,Monomorphemic,Type1,N,36,Hand:Uln,---,Straight,"Str,Dir:to(Z),Con",---,36
HKG_036_b_0003,HKG - Hong Kong,LONG UNTIL,adv,Monomorphemic,Type1,N,36,Hand:Rad,---,,"Arc,Trace",---,36
HKG_036_b_0004,HKG - Hong Kong,HIGH-HEELED SHOES,n,Monomorphemic,Type1,N,36,Palm,---,Circular,"Cir,Clock,Rep,Dir:to(Y),Alt",---,36
HKG_036_b_0006,HKG - Hong Kong,DEER,n,Monomorphemic,Type1,N,36,T:Tip,Forehead,None,---,---,36
HKG_036_b_0007,HKG - Hong Kong,GHOST,n,Monomorphemic,Type1,N,36,Hand:Rad,---,BackAndForth,"Str,Rep,Uni,Trace",---,36
HKG_036_b_0008,HKG - Hong Kong,FUND,n,Monomorphemic,Type1,N,36,"M,R:Bk",---,BackAndForth,"Str,Rep,Uni,Dir:fr(Y)",---,36
HKG_036_b_0009,HKG - Hong Kong,VALENTINE'S DAY,n,Monomorphemic,Type1,N,36,"M,R:Bk",---,BackAndForth,"Str,Rep,Uni,Dir:to(Z),Con",---,36
HKG_037_b_0001,HKG - Hong Kong,BED,n,Monomorphemic,Type1,N,37,"T,I,M:Tip",---,None,---,---,37
HKG_038_b_0001,HKG - Hong Kong,FIELD,n,Monomorphemic,Type1,N,38,"I,M,R:Fr",---,None,---,---,38
HKG_041_b_0001,HKG - Hong Kong,HAPPEN,v,Monomorphemic,Type1,N,41,Hand:Uln,---,Straight,"Str,Dir:to(Z),Con",---,41
HKG_041_b_0002,HKG - Hong Kong,CASE,n,Bimorphemic,Type1,N,41,Hand:Uln,---,Straight,"Str,Dir:to(Z),Con",---,41
HKG_041_b_0003,HKG - Hong Kong,BLOW (SOMETHING) UP OUT OF PROPORTION,v,Monomorphemic,Type1,N,41,"T,P:Tip",---,Straight,"Str,Dir:fr(Z)",57,41
HKG_042_b_0001a,HKG - Hong Kong,CONTRACT,n,Monomorphemic,Type1,N,42,Palm,---,Curved,"Arc,Dir:to(Y),Crossed",---,42
HKG_042_b_0001b,HKG - Hong Kong,SIGN AN AGREEMENT,v,Monomorphemic,Type1,N,42,Palm,---,Curved,"Arc,Dir:to(Y),Crossed",---,42
HKG_042_b_0002,HKG - Hong Kong,CANCEL,v,Monomorphemic,Type1,N,42,"T,I:Tip",---,Straight,"Str,Dir:to(X),Hold",---,42
HKG_044_b_0001a,HKG - Hong Kong,BEAN,n,Monomorphemic,Type1,N,44,"T,I:Tip",---,BackAndForth,Alt,---,44
HKG_044_b_0001b,HKG - Hong Kong,GRAPE,n,Monomorphemic,Type1,N,44,"T,I:Tip",---,BackAndForth,Alt,---,44
HKG_044_b_0003,HKG - Hong Kong,STRING BEAN,n,Bimorphemic,Type1,N,44,"T,I:Tip",---,None,---,---,44
HKG_044_b_0004,HKG - Hong Kong,SOYA MILK,n,Bimorphemic,Type1,N,44,"T,I:Tip",---,BackAndForth,Alt,---,44
HKG_044_b_0005a,HKG - Hong Kong,BAMBOO,n,Monomorphemic,Type1,N,44,"T,I:Uln",---,Straight,"Str,Dir:fr(Y)",---,44
HKG_044_b_0005b,HKG - Hong Kong,VERTICAL CYLINDER,n,Monomorphemic,Type1,N,44,"T,I:Uln",---,Straight,"Str,Dir:fr(Y)",---,44
HKG_044_b_0006,HKG - Hong Kong,CANDLE,n,Bimorphemic,Type1,N,44,"T,I:Uln",---,Straight,"Str,Dir:fr(Y)",---,44
HKG_044_b_0007a,HKG - Hong Kong,DISENGAGE,v,Monomorphemic,Type1,N,44,"T,I:Fr",---,Straight,"Str,Dir:fr(Z)",---,44
HKG_044_b_0007b,HKG - Hong Kong,LOOSEN UP,v,Monomorphemic,Type1,N,44,"T,I:Fr",---,Straight,"Str,Dir:fr(Z)",---,44
HKG_044_b_0008,HKG - Hong Kong,CONTACT,v,Monomorphemic,Type1,N,44,"T,I:Fr",---,BackAndForth,Bi,---,44
HKG_044_b_0010a,HKG - Hong Kong,CHESS,n,Monomorphemic,Type1,N,44,"T,I:Tip",---,BackAndForth,"Str,Rep,Bi,Trace,Alt",---,44
HKG_044_b_0010b,HKG - Hong Kong,PLAY CHESS,v,Monomorphemic,Type1,N,44,"T,I:Tip",---,BackAndForth,"Str,Rep,Bi,Trace,Alt",---,44
HKG_044_b_0011,HKG - Hong Kong,CARE FOR,v:agr,Monomorphemic,Type1,N,44,"T,I:Fr",---,Straight,"Str,Dir:to(X)",---,44
HKG_044_b_0012,HKG - Hong Kong,STAR,n,Monomorphemic,Type1,N,44,"T,I:Tip",Head,Circular,"Cir,Rep,Trace,Crossed,Alt",---,44
HKG_044_b_0013,HKG - Hong Kong,MISUNDERSTAND,v,Monomorphemic,Type1,N,44,"T,I:Tip",Eye,Curved,"Arc,Pivot,Trace,Crossed",---,44
HKG_044_b_0017,HKG - Hong Kong,HORSOCOPE,n,Monomorphemic,Type1,N,44,"T,I:Tip",Head,Circular,"Cir,Rep,Trace,Crossed,Alt",---,44
HKG_044_b_0018,HKG - Hong Kong,SAUSAGE,n,Monomorphemic,Type1,N,44,"T,I:Rad",---,Straight,"Str,Dir:fr(Z)",---,34
HKG_044_b_0019,HKG - Hong Kong,HAVING BIG ROUND EYES,n,Monomorphemic,Type1,N,44,"T,I:Tip",Eye,None,---,---,34
HKG_044_b_0020,HKG - Hong Kong,PORTUGAL,n,Monomorphemic,Type1,N,44,"T,I:Tip",---,BackAndForth,Alt,---,34
HKG_045_b_0001,HKG - Hong Kong,FASTEN,v,Monomorphemic,Type1,N,45,"T,I:Tip",---,Circular,"Clock,Trace,Alt",---,45
HKG_045_b_0002,HKG - Hong Kong,CHANGE THE DATE,v,Monomorphemic,Type1,N,45,Hand:Rad,---,Straight,"Str,Trace",---,45
HKG_045_b_0003a,HKG - Hong Kong,CATTY,n,Monomorphemic,Type1,N,45,"T,I:Tip",---,BackAndForth,"Str,Rep,Bi,Dir:to(Y),Alt",---,45
HKG_045_b_0003b,HKG - Hong Kong,STEELYARD,n,Monomorphemic,Type1,N,45,"T,I:Tip",---,BackAndForth,"Str,Rep,Bi,Dir:to(Y),Alt",---,45
HKG_045_b_0005,HKG - Hong Kong,SILK STOCKINGS,n,Monomorphemic,Type1,N,45,Hand:Rad,---,Straight,"Str,Trace",---,45
HKG_048_b_0013,HKG - Hong Kong,GREATLY DIFFERENT,adj,Monomorphemic,Type1,N,48,Hand:Rad,---,Straight,"Str,Dir:fr(Y)",---,48
HKG_048_b_0014,HKG - Hong Kong,MORE OR LESS,adv,Monomorphemic,Type1,N,48,Hand:Rad,---,BackAndForth,"Bi,Alt",---,48
